Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Salesperson,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Cost
320,CA-2015-164973,04/11/2015,09/11/2015,Standard Class,NM-18445,Patrick O'Donnell,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,179.361
321,CA-2015-164973,04/11/2015,09/11/2015,Standard Class,NM-18445,Patrick O'Donnell,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.00,234
322,CA-2015-164973,04/11/2015,09/11/2015,Standard Class,NM-18445,Patrick O'Donnell,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,28.3205
323,CA-2015-156601,19/09/2015,24/09/2015,Standard Class,FA-14230,Patrick O'Donnell,Corporate,United States,Long Beach,California,90805,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,4.654
324,CA-2017-162138,23/04/2017,27/04/2017,Standard Class,GK-14620,Patrick O'Donnell,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,163.488
325,CA-2017-162138,23/04/2017,27/04/2017,Standard Class,GK-14620,Patrick O'Donnell,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,99.99,64.9935
326,CA-2018-153339,03/11/2018,05/11/2018,Second Class,DJ-13510,Patrick O'Donnell,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.99,10.3948
327,US-2017-141544,30/08/2017,01/09/2017,First Class,PO-18850,Patrick O'Donnell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.90,189.0837
328,US-2017-141544,30/08/2017,01/09/2017,First Class,PO-18850,Patrick O'Donnell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.22,35.2456
329,US-2017-141544,30/08/2017,01/09/2017,First Class,PO-18850,Patrick O'Donnell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.74,511.3836
330,US-2017-141544,30/08/2017,01/09/2017,First Class,PO-18850,Patrick O'Donnell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,65.156
331,US-2017-141544,30/08/2017,01/09/2017,First Class,PO-18850,Patrick O'Donnell,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.76,24.5466
332,US-2017-150147,25/04/2017,29/04/2017,Second Class,JL-15850,Patrick O'Donnell,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.80,53.82
333,US-2017-150147,25/04/2017,29/04/2017,Second Class,JL-15850,Patrick O'Donnell,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.72,13.4706
334,US-2017-150147,25/04/2017,29/04/2017,Second Class,JL-15850,Patrick O'Donnell,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.90,3.1824
335,CA-2016-137946,01/09/2016,04/09/2016,Second Class,DB-13615,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.75,3.0888
336,CA-2016-137946,01/09/2016,04/09/2016,Second Class,DB-13615,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.98,623.9896
337,CA-2016-137946,01/09/2016,04/09/2016,Second Class,DB-13615,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,14.37,9.3392
338,CA-2015-129924,12/07/2015,17/07/2015,Standard Class,AC-10420,Patrick O'Donnell,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.71,5.0128
339,CA-2015-129924,12/07/2015,17/07/2015,Standard Class,AC-10420,Patrick O'Donnell,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.35,453.9288
340,CA-2016-128167,22/06/2016,26/06/2016,Second Class,KL-16645,Patrick O'Donnell,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,3.224
341,CA-2015-122336,13/04/2015,17/04/2015,Second Class,JD-15895,Patrick O'Donnell,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.86,11.6064
342,CA-2015-122336,13/04/2015,17/04/2015,Second Class,JD-15895,Patrick O'Donnell,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,331.4805
343,CA-2015-122336,13/04/2015,17/04/2015,Second Class,JD-15895,Patrick O'Donnell,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.99,20.1448
344,CA-2015-122336,13/04/2015,17/04/2015,Second Class,JD-15895,Patrick O'Donnell,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.93,46.7532
345,US-2016-120712,20/12/2016,24/12/2016,Standard Class,CS-12130,Patrick O'Donnell,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.80,57.72
346,CA-2018-169901,15/06/2018,19/06/2018,Standard Class,CC-12550,Patrick O'Donnell,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.98,31.1844
347,CA-2018-134306,08/07/2018,12/07/2018,Standard Class,TD-20995,Patrick O'Donnell,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,4.914
348,CA-2018-134306,08/07/2018,12/07/2018,Standard Class,TD-20995,Patrick O'Donnell,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,24.56,15.964
349,CA-2018-134306,08/07/2018,12/07/2018,Standard Class,TD-20995,Patrick O'Donnell,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,8.424
350,CA-2017-129714,01/09/2017,03/09/2017,First Class,AB-10060,Patrick O'Donnell,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,4.4135
351,CA-2017-129714,01/09/2017,03/09/2017,First Class,AB-10060,Patrick O'Donnell,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,15.964
352,CA-2017-129714,01/09/2017,03/09/2017,First Class,AB-10060,Patrick O'Donnell,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.05,1.9812
353,CA-2017-129714,01/09/2017,03/09/2017,First Class,AB-10060,Patrick O'Donnell,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,49.12,31.928
354,CA-2017-129714,01/09/2017,03/09/2017,First Class,AB-10060,Patrick O'Donnell,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.17,2830.8592
355,CA-2017-138520,08/04/2017,13/04/2017,Standard Class,JL-15505,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.70,252.6576
356,CA-2017-138520,08/04/2017,13/04/2017,Standard Class,JL-15505,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,5.369
357,CA-2017-138520,08/04/2017,13/04/2017,Standard Class,JL-15505,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,11.076
358,CA-2017-138520,08/04/2017,13/04/2017,Standard Class,JL-15505,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.40,22.36
359,CA-2017-130001,23/04/2017,28/04/2017,Standard Class,HK-14890,Mike Vittorini,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,23.556
360,CA-2018-155698,08/03/2018,11/03/2018,First Class,VB-21745,Mike Vittorini,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,421.096
361,CA-2018-155698,08/03/2018,11/03/2018,First Class,VB-21745,Mike Vittorini,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.70,13.455
362,CA-2018-144904,25/09/2018,01/10/2018,Standard Class,KW-16435,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.70,13.455
363,CA-2018-144904,25/09/2018,01/10/2018,Standard Class,KW-16435,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.65,317.6199
364,CA-2018-144904,25/09/2018,01/10/2018,Standard Class,KW-16435,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,5.56,3.614
365,CA-2018-144904,25/09/2018,01/10/2018,Standard Class,KW-16435,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,30.628
366,CA-2015-123344,24/09/2015,29/09/2015,Standard Class,JD-16060,Mike Vittorini,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,137.774
367,CA-2017-155516,21/10/2017,21/10/2017,Same Day,MK-17905,Mike Vittorini,Corporate,United States,Manchester,Connecticut,6040,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.20,15.08
368,CA-2017-155516,21/10/2017,21/10/2017,Same Day,MK-17905,Mike Vittorini,Corporate,United States,Manchester,Connecticut,6040,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,7.36,4.784
369,CA-2017-155516,21/10/2017,21/10/2017,Same Day,MK-17905,Mike Vittorini,Corporate,United States,Manchester,Connecticut,6040,East,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File,104.79,68.1135
370,CA-2017-155516,21/10/2017,21/10/2017,Same Day,MK-17905,Mike Vittorini,Corporate,United States,Manchester,Connecticut,6040,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,678.548
371,CA-2018-104745,29/05/2018,04/06/2018,Standard Class,GT-14755,Mike Vittorini,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10002036,Office Supplies,Paper,Xerox 1930,25.92,16.848
372,CA-2018-104745,29/05/2018,04/06/2018,Standard Class,GT-14755,Mike Vittorini,Consumer,United States,Harlingen,Texas,78550,Central,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.42,34.7256
373,US-2015-119137,23/07/2015,27/07/2015,Standard Class,AG-10900,Mike Vittorini,Consumer,United States,Tucson,Arizona,85705,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.16,5.304
374,US-2015-119137,23/07/2015,27/07/2015,Standard Class,AG-10900,Mike Vittorini,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.94,665.5584
375,US-2015-119137,23/07/2015,27/07/2015,Standard Class,AG-10900,Mike Vittorini,Consumer,United States,Tucson,Arizona,85705,West,OFF-AR-10000658,Office Supplies,Art,Newell 324,9.24,6.006
376,US-2015-119137,23/07/2015,27/07/2015,Standard Class,AG-10900,Mike Vittorini,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04,311.376
377,US-2017-134656,28/09/2017,01/10/2017,First Class,MM-18280,Mike Vittorini,Corporate,United States,Quincy,Illinois,62301,Central,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.14,64.4384
378,US-2018-134481,27/08/2018,01/09/2018,Standard Class,AR-10405,Mike Vittorini,Corporate,United States,Franklin,Massachusetts,2038,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.42,967.4756
379,CA-2016-130792,28/04/2016,05/05/2016,Standard Class,RA-19915,Mike Vittorini,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,8.65,5.6238
380,CA-2016-130792,28/04/2016,05/05/2016,Standard Class,RA-19915,Mike Vittorini,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.83,15.4908
381,CA-2016-130792,28/04/2016,05/05/2016,Standard Class,RA-19915,Mike Vittorini,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.18,7.9144
382,CA-2017-134775,28/10/2017,29/10/2017,First Class,AS-10285,Mike Vittorini,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,50.96,33.124
383,CA-2017-134775,28/10/2017,29/10/2017,First Class,AS-10285,Mike Vittorini,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.54,32.1984
384,CA-2016-125395,26/06/2016,29/06/2016,Second Class,LA-16780,Mike Vittorini,Corporate,United States,Taylor,Michigan,48180,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.90,27.235
385,US-2016-168935,27/11/2016,02/12/2016,Standard Class,DO-13435,Mike Vittorini,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.46,244.047375
386,US-2016-168935,27/11/2016,02/12/2016,Standard Class,DO-13435,Mike Vittorini,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,83.98,54.5844
387,CA-2016-122756,03/12/2016,07/12/2016,Standard Class,DK-13225,Mike Vittorini,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34,313.521
388,CA-2016-122756,03/12/2016,07/12/2016,Standard Class,DK-13225,Mike Vittorini,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1.924
389,CA-2015-115973,24/11/2015,26/11/2015,First Class,NG-18430,Mike Vittorini,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,2.62,1.7056
390,CA-2018-101798,11/12/2018,15/12/2018,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36,15.184
391,CA-2018-101798,11/12/2018,15/12/2018,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98,25.987
392,US-2015-135972,21/09/2015,23/09/2015,Second Class,JG-15115,Sandra Flanagan,Consumer,United States,Des Moines,Washington,98198,West,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.38,160.1496
393,US-2015-135972,21/09/2015,23/09/2015,Second Class,JG-15115,Sandra Flanagan,Consumer,United States,Des Moines,Washington,98198,West,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,1799.97,1169.9805
394,US-2015-134971,07/06/2015,10/06/2015,Second Class,BP-11095,Sandra Flanagan,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.46,8.1003
395,CA-2018-102946,30/06/2018,05/07/2018,Standard Class,VP-21730,Sandra Flanagan,Home Office,United States,Las Vegas,Nevada,89115,West,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.79,49.2648
396,CA-2018-165603,17/10/2018,19/10/2018,Second Class,SS-20140,Sandra Flanagan,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96,32.474
397,CA-2018-165603,17/10/2018,19/10/2018,Second Class,SS-20140,Sandra Flanagan,Corporate,United States,Warwick,Rhode Island,2886,East,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,12.96,8.424
398,CA-2016-122259,31/10/2016,04/11/2016,Standard Class,HP-14815,Sandra Flanagan,Home Office,United States,Jackson,Michigan,49201,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12,45.578
399,CA-2017-108987,08/09/2017,10/09/2017,Second Class,AG-10675,Sandra Flanagan,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,35.95,23.3688
400,CA-2017-108987,08/09/2017,10/09/2017,Second Class,AG-10675,Sandra Flanagan,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.27,1557.57264
401,CA-2017-108987,08/09/2017,10/09/2017,Second Class,AG-10675,Sandra Flanagan,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000934,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.14,85.2384
402,CA-2017-108987,08/09/2017,10/09/2017,Second Class,AG-10675,Sandra Flanagan,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.58,37.4296
403,CA-2015-113166,24/12/2015,26/12/2015,First Class,LF-17185,Sandra Flanagan,Consumer,United States,Miami,Florida,33180,South,OFF-PA-10001947,Office Supplies,Paper,Xerox 1974,9.57,6.2192
404,CA-2015-155208,16/04/2015,20/04/2015,Standard Class,SP-20650,Sandra Flanagan,Corporate,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.07,25.3968
405,CA-2018-117933,24/12/2018,29/12/2018,Standard Class,RF-19840,Sandra Flanagan,Consumer,United States,New York City,New York,10024,East,OFF-AP-10004249,Office Supplies,Appliances,Staple holder,35.91,23.3415
406,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Sandra Flanagan,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95,116.9675
407,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Sandra Flanagan,Consumer,United States,San Francisco,California,94110,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.98,779.9844
408,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Sandra Flanagan,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15,17.6475
409,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Sandra Flanagan,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.02,652.6156
410,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Sandra Flanagan,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68,6.292
411,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Sandra Flanagan,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,28.35,18.4275
412,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Sandra Flanagan,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,55.98,36.387
413,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Sandra Flanagan,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.83,868.93885
414,CA-2018-117457,08/12/2018,12/12/2018,Standard Class,KH-16510,Sandra Flanagan,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.57,73.8192
415,CA-2018-142636,03/11/2018,07/11/2018,Standard Class,KC-16675,Sandra Flanagan,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.86,90.909
416,CA-2018-142636,03/11/2018,07/11/2018,Standard Class,KC-16675,Sandra Flanagan,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.14,199.6384
417,CA-2018-122105,24/06/2018,28/06/2018,Standard Class,CJ-12010,Sandra Flanagan,Consumer,United States,Huntington Beach,California,92646,West,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92,62.348
418,CA-2017-148796,14/04/2017,18/04/2017,Standard Class,PB-19150,Sandra Flanagan,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.80,249.47
419,CA-2018-154816,06/11/2018,10/11/2018,Standard Class,VB-21745,Sandra Flanagan,Corporate,United States,Richmond,Kentucky,40475,South,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,5.78,3.757
420,CA-2018-110478,04/03/2018,09/03/2018,Standard Class,SP-20860,Sandra Flanagan,Corporate,United States,Los Angeles,California,90045,West,OFF-AR-10001573,Office Supplies,Art,American Pencil,9.32,6.058
421,CA-2018-110478,04/03/2018,09/03/2018,Standard Class,SP-20860,Sandra Flanagan,Corporate,United States,Los Angeles,California,90045,West,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25,9.9125
422,CA-2015-142048,22/06/2015,25/06/2015,First Class,JE-15745,Sandra Flanagan,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.75,127.8888
423,CA-2018-125388,19/10/2018,23/10/2018,Standard Class,MP-17965,Sandra Flanagan,Corporate,United States,Lawrence,Massachusetts,1841,East,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56,36.764
424,CA-2018-125388,19/10/2018,23/10/2018,Standard Class,MP-17965,Sandra Flanagan,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,32.70,21.255
425,CA-2018-155705,21/08/2018,23/08/2018,Second Class,NF-18385,Sandra Flanagan,Consumer,United States,Jackson,Mississippi,39212,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.40,563.16
426,CA-2018-149160,23/11/2018,26/11/2018,Second Class,JM-15265,Sandra Flanagan,Corporate,United States,Canton,Michigan,48187,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.40,18.46
427,CA-2018-149160,23/11/2018,26/11/2018,Second Class,JM-15265,Sandra Flanagan,Corporate,United States,Canton,Michigan,48187,Central,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,287.92,187.148
428,CA-2015-101476,12/09/2015,13/09/2015,First Class,SD-20485,Sandra Flanagan,Home Office,United States,New Rochelle,New York,10801,East,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99,45.4935
429,CA-2018-152275,01/10/2018,08/10/2018,Standard Class,KH-16630,Sandra Flanagan,Corporate,United States,San Antonio,Texas,78207,Central,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,6.67,4.3368
430,US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795,Sandra Flanagan,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.59,123.2322
431,US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795,Sandra Flanagan,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74,265.6836
432,US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795,Sandra Flanagan,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,189.774
433,US-2017-123750,15/04/2017,21/04/2017,Standard Class,RB-19795,Sandra Flanagan,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.77,3.0992
434,CA-2017-127369,06/06/2017,07/06/2017,First Class,DB-13060,Sandra Flanagan,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,714.30,464.295
435,US-2015-150574,19/12/2015,25/12/2015,Standard Class,MK-18160,Sandra Flanagan,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.81,3.1278
